"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Capital productivity (boardings per bus per day)","system info","Northern America","Canada","York Regional Municipality",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Boston","681",2014,"Calculated using daily demand and total fleet",2,0
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Chicago",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Cleveland",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Eugene","875",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Fort Collins",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Hartford County",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Kansas City",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Los Angeles",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Miami",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","New York",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Oakland",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Orlando","300",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Phoenix",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","San Diego",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Snohomish County",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Northern America","United States","Stockton",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Beijing","1304",2013,"www.embarq.org",3,0
"Capital productivity (boardings per bus per day)","system info","Asia","China","Changde",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Changzhou",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Chengdu",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Chongqing","200",2011,"www.chinabrt.org",5,0
"Capital productivity (boardings per bus per day)","system info","Asia","China","Dalian",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Guangzhou",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Hangzhou","833",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007",9,0
"Capital productivity (boardings per bus per day)","system info","Asia","China","Hefei",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Jinan",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Kunming",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Lanzhou",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Lianyungang",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Urumqi",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Xiamen",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Yancheng",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Yichang",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Yinchuan",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Ahmedabad","857",2013,"www.embarq.org",3,0
"Capital productivity (boardings per bus per day)","system info","Asia","India","Bhopal",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Indore",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Jaipur",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Rajkot",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","India","Surat","1683",2014,"Calculated using daily demand and total fleet",2,0
"Capital productivity (boardings per bus per day)","system info","Asia","Indonesia","Jakarta",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Iran","Tehran",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Israel","Haifa",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Japan","Nagoya","360",2007,"Bus Rapid Transit Planning Guide (ITDP) 2007 ; www.chinabrt.org",9,0
"Capital productivity (boardings per bus per day)","system info","Asia","Malaysia","Subang Jaya",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Pakistan","Islamabad - Rawalpindi",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Pakistan","Lahore",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Republic of Korea","Seoul",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Taiwan","Taichung","1250",2014,"Calculated using daily demand and total fleet",2,0
"Capital productivity (boardings per bus per day)","system info","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Asia","Thailand","Bangkok","500",2010,"Viva 2010 ( www.uncrd.or.jp ); www.bangkokpost.com www.chinabrt.org",6,0
"Capital productivity (boardings per bus per day)","system info","Africa","Nigeria","Lagos","800",2015,"www.lamata-ng.com",1,0
"Capital productivity (boardings per bus per day)","system info","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"Capital productivity (boardings per bus per day)","system info","Africa","South Africa","Johannesburg","400",2013,"www.embarq.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Buenos Aires",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Argentina","Rosario",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Belo Horizonte",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Blumenau",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Brasília",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Campinas",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Campo Grande",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Caxias do Sul",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Criciúma",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Curitiba",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","São Paulo - Metropolitan area",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Feira de Santana",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Fortaleza",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Goiânia",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Guarulhos",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Jaboatão dos Guararapes",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","João Pessoa",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Joinville",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Juiz de Fora",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Londrina",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Maceió",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Natal",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Niterói",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Olinda",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Porto Alegre",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Recife",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Rio de Janeiro",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Salvador",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Santos",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","São Paulo",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Sorocaba",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Sumaré",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Teresina",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Brazil","Uberlândia","1.5",2013,"www.uberlandia.mg.gov.br",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Chile","Santiago",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Barranquilla",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Bogotá",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Bucaramanga",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Cali",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Cartagena",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Medellín",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Colombia","Pereira",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Ecuador","Guayaquil",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Ecuador","Quito",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","El Salvador","Gran San Salvador","6.156",NA,"idbdocs.iadb.org",NA,0
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Guatemala","Guatemala",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Chihuahua",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Ecatepec",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Guadalajara",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Guadalupe",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","León de los Aldama",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Mexico City",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Monterrey","4.082",NA,"www.nl.gob.mx",NA,0
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Nezahualcoyotl",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Pachuca",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Panama","Panama",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Peru","Lima",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Uruguay","Montevideo",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Caracas",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Merida",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Latin America","Venezuela","Barquisimeto",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Adelaide","10.187",1989,"Adelaide, Australia: O-Bahn guided busway",27,0
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Sydney - Blacktown - Rouse Hill",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Sydney - Liverpool - Parramatta",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","Australia","Sydney - Parramatta - Rouse Hill",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Oceania","New Zealand","Auckland",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Belgium","Liège",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Czech Republic","Prague",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Belfort",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Caen",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Cannes",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Châlon-sur-Saône",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Douai",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Evry",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","La Rochelle",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Le Mans",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Lille",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Lorient",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Lyon",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Maubeuge",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Metz","14.42",2013,"mettis.metzmetropole.fr",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Nancy",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Nantes",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Nice",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Nîmes",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Paris",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Rouen",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Saint-Nazaire",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Strasbourg",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","France","Toulouse",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Germany","Essen",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Germany","Hamburg",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Germany","Oberhausen","32.456",2011,"COST - European Cooperation in Science and Technology",5,0
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Ireland","Dublin",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Italy","Brescia",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Italy","Prato",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Amsterdam",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Enschede",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Portugal","Lisbon",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Spain","Barcelona",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Spain","Castellón","16",2011,"COST - European Cooperation in Science and Technology",5,0
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Spain","Madrid",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Spain","Granada",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Gothenburg",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Switzerland","Zurich",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","Turkey","Istanbul",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Bradford",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Cambridge",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Crawley",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Edinburgh",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Fareham - Gosport",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Leeds",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","London",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Manchester",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Runcorn",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Europe","United Kingdom","York",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Brampton",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Gatineau",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Halifax",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Ottawa",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Vancouver",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Waterloo",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","Canada","York Regional Municipality",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Boston",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Chicago",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Cleveland","14.77",2009,"www.nbrti.org",7,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Eugene",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Fort Collins",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Hartford County","39.735",NA,"",NA,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Kansas City",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Los Angeles",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Miami","4.638",2000,"GAO, Report to Congressional Requesters: MASS TRANSIT - Bus Rapid Transit Shows Promise; at www.gao.gov",16,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","New York","0.853",2013,"www.nbrti.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Oakland",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Orlando","5.996",2000,"GAO, Report to Congressional Requesters: MASS TRANSIT - Bus Rapid Transit Shows Promise; at www.gao.gov",16,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Phoenix",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Pittsburgh","19.898",2000,"GAO, Report to Congressional Requesters: MASS TRANSIT - Bus Rapid Transit Shows Promise; at www.gao.gov",16,0
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","San Diego",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Snohomish County",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Northern America","United States","Stockton",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Beijing",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Changde",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Changzhou",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Chengdu",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Chongqing",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Dalian",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Guangzhou","4.4",2013,"www.embarq.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Hangzhou",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Hefei",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Jinan","0.89",2013,"www.embarq.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Kunming",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Lanzhou",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Lianyungang",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Urumqi",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Xiamen",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Yancheng",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Yichang",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Yinchuan",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Ahmedabad","2.4",2013,"www.embarq.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Bhopal",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Indore",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Jaipur",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Rajkot",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","India","Surat",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Indonesia","Jakarta","1.4",2013,"www.embarq.org",3,0
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Iran","Tehran",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Israel","Haifa",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Malaysia","Subang Jaya",NA,NA,"",NA,1
"Capital cost per kilometer (US$ million per km)","system cost","Asia","Pakistan","Islamabad - Rawalpindi",NA,NA,"",NA,1
