"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Transit agency","system info","Asia","Taiwan","Chiayi","Transportation and tourism department",2014,"www.chiayi.gov.tw",8,0
"Transit agency","system info","Asia","Taiwan","Taichung","Transportation Bureau of Taichung City Government",2014,"eng.taichung.gov.tw",8,0
"Transit agency","system info","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Transit agency","system info","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Transit agency","system info","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"Transit agency","system info","Africa","Nigeria","Lagos","Lagos Metropolitan Area Transport Authority",2015,"www.lamata-ng.com",7,0
"Transit agency","system info","Africa","South Africa","Cape Town",NA,NA,"",NA,1
"Transit agency","system info","Africa","South Africa","Johannesburg","Transport Department",2013,"www.joburg.org.za",9,0
"Transit agency","system info","Africa","South Africa","Pretoria","Transport Department",2014,"www.tshwane.gov.za",8,0
"Transit agency","system info","Africa","Tanzania","Dar es Salaam","SUMATRA",2016,"dailynews.co.tz",6,0
"Transfer stations","system info","Latin America","Argentina","Buenos Aires",NA,2021,"www.buenosaires.gob.ar",1,1
"Transfer stations","system info","Latin America","Argentina","Buenos Aires - Metropolitan Area","7",2019,"www.argentina.gob.ar",3,0
"Transfer stations","system info","Latin America","Argentina","Córdoba",NA,NA,"www.passebus.com.br",NA,1
"Transfer stations","system info","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Brazil","Belo Horizonte","0",2014,"www.bhtrans.pbh.gov.br",8,0
"Transfer stations","system info","Latin America","Brazil","Brasília","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Campinas","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Criciúma","1",NA,"www.astc.sc.gov.br",NA,0
"Transfer stations","system info","Latin America","Brazil","Curitiba","8",NA,"www.urbs.curitiba.pr.gov.br",NA,0
"Transfer stations","system info","Latin America","Brazil","Fortaleza",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Brazil","Goiânia","8",NA,"www.rmtcgoiania.com.br",NA,0
"Transfer stations","system info","Latin America","Brazil","Guarulhos","0",2013,"www.emtu.sp.gov.br",9,0
"Transfer stations","system info","Latin America","Brazil","Juiz de Fora","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Londrina","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Natal","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Niterói","1",2019,"www.inea.rj.gov.br",3,0
"Transfer stations","system info","Latin America","Brazil","Porto Alegre","2",2016,"Personal Observation",6,0
"Transfer stations","system info","Latin America","Brazil","Recife","10",NA,"www.granderecife.pe.gov.br",NA,0
"Transfer stations","system info","Latin America","Brazil","Rio de Janeiro","9",2016,"www.brtrio.com",6,0
"Transfer stations","system info","Latin America","Brazil","São Paulo","3",NA,"www.sptrans.com.br",NA,0
"Transfer stations","system info","Latin America","Brazil","São Paulo - Metropolitan area","7",2015,"www.emtu.sp.gov.br",7,0
"Transfer stations","system info","Latin America","Brazil","Sumaré","0",NA,"",NA,0
"Transfer stations","system info","Latin America","Brazil","Teresina","1",2020,"g1.globo.com",2,0
"Transfer stations","system info","Latin America","Brazil","Uberaba",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Brazil","Uberlândia","5",2018,"SETTRAN",4,0
"Transfer stations","system info","Latin America","Brazil","Sorocaba","4",2020,"brtsorocaba.com.br",2,0
"Transfer stations","system info","Latin America","Brazil","Maringá",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Chile","Concepción",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Chile","Santiago","7",2018,"www.dtpm.cl",4,0
"Transfer stations","system info","Latin America","Colombia","Barranquilla","1",NA,"",NA,0
"Transfer stations","system info","Latin America","Colombia","Bogotá","1",2014,"www.sitp.gov.co",8,0
"Transfer stations","system info","Latin America","Colombia","Bucaramanga","0",2013,"Metrolínea",9,0
"Transfer stations","system info","Latin America","Colombia","Cali","4",2014,"www.metrocali.gov.co",8,0
"Transfer stations","system info","Latin America","Colombia","Cartagena","0",2016,"",6,0
"Transfer stations","system info","Latin America","Colombia","Medellín","2",2013,"www.metroplus.gov.co",9,0
"Transfer stations","system info","Latin America","Colombia","Pereira","1",NA,"www.megabus.gov.co",NA,0
"Transfer stations","system info","Latin America","Ecuador","Guayaquil","2",2013,"www.metrovia-gye.com",9,0
"Transfer stations","system info","Latin America","Ecuador","Quito","11",NA,"PUC Chile",NA,0
"Transfer stations","system info","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Guatemala","Guatemala","3",NA,"transmetro.muniguate.com",NA,0
"Transfer stations","system info","Latin America","Mexico","Acapulco","10",2016,"www.acabus.gob.mx",6,0
"Transfer stations","system info","Latin America","Mexico","Chihuahua","0",2013,"EMBARQ México",9,0
"Transfer stations","system info","Latin America","Mexico","Guadalajara","1",2013,"",9,0
"Transfer stations","system info","Latin America","Mexico","Guadalupe","1",2013,"www.nl.gob.mx",9,0
"Transfer stations","system info","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Mexico","León de los Aldama","5",NA,"oruga-sit.leon.gob.mx",NA,0
"Transfer stations","system info","Latin America","Mexico","Mexico City","40",2016,"www.metrobus.cdmx.gob.mx",6,0
"Transfer stations","system info","Latin America","Mexico","Mexico City - Metropolitan Area","1",2016,"upload.wikimedia.org",6,0
"Transfer stations","system info","Latin America","Mexico","Monterrey","0",2014,"ecovia.nl.gob.mx",8,0
"Transfer stations","system info","Latin America","Mexico","Pachuca","0",2016,"www.servicio-tuzobus.mx",6,0
"Transfer stations","system info","Latin America","Mexico","Puebla",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Mexico","Tijuana",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Panama","Panama",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Peru","Lima","2",NA,"www.munlima.gob.pe",NA,0
"Transfer stations","system info","Latin America","Trinidad and Tobago","Port of Spain - Arima",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Uruguay","Montevideo","0",2013,"",9,0
"Transfer stations","system info","Latin America","Venezuela","Barquisimeto",NA,NA,"",NA,1
"Transfer stations","system info","Latin America","Venezuela","Caracas","2",2013,"www.minci.gob.ve",9,0
"Transfer stations","system info","Latin America","Venezuela","Merida","1",NA,"www.tromerca.gob.ve",NA,0
"Transfer stations","system info","Oceania","Australia","Adelaide","0",NA,"",NA,0
"Transfer stations","system info","Oceania","Australia","Brisbane",NA,NA,"",NA,1
"Transfer stations","system info","Oceania","Australia","Sydney - Metropolitan Area","2",NA,"www.busways.com.au && www.sydneybuses.info && www.cdcbus.com.au",NA,0
"Transfer stations","system info","Oceania","New Caledonia","Nouméa",NA,NA,"",NA,1
"Transfer stations","system info","Oceania","New Zealand","Auckland","0",NA,"",NA,0
"Transfer stations","system info","Europe","Belgium","Liège",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Finland","Helsinki",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Belfort","3",2014,"info.optymo.fr",8,0
"Transfer stations","system info","Europe","France","Caen",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Cannes","3",2014,"www.silteplait.info",8,0
"Transfer stations","system info","Europe","France","Châlon-sur-Saône",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Douai",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Evry",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","La Rochelle",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Le Mans",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Lille",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Lorient",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Lyon","7",2017,"www.tcl.fr",5,0
"Transfer stations","system info","Europe","France","Maubeuge",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Metz",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Nancy",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Nantes","1",2011,"plan-tan.fr",11,0
"Transfer stations","system info","Europe","France","Nîmes","1",2015,"www.tangobus.fr",7,0
"Transfer stations","system info","Europe","France","Paris",NA,NA,"",NA,1
"Transfer stations","system info","Europe","France","Rouen","1",2017,"www.metropole-rouen-normandie.fr",5,0
"Transfer stations","system info","Europe","France","Saint-Nazaire","7",2014,"www.stran.fr",8,0
"Transfer stations","system info","Europe","France","Strasbourg","3",2014,"www.cts-strasbourg.eu",8,0
"Transfer stations","system info","Europe","France","Toulouse",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Germany","Essen",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Germany","Oberhausen",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Netherlands","Almere",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Netherlands","Amsterdam","5",2011,"COST - European Cooperation in Science and Technology",11,0
"Transfer stations","system info","Europe","Netherlands","Eindhoven",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Netherlands","Enschede",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Netherlands","Utrecht",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Spain","Castellón","2",2017,"tramcastellon.com",5,0
"Transfer stations","system info","Europe","Spain","Granada",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Sweden","Gothenburg",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Sweden","Jonkoping",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Sweden","Stockholm",NA,NA,"",NA,1
"Transfer stations","system info","Europe","Switzerland","Zurich","4",2011,"COST - European Cooperation in Science and Technology",11,0
"Transfer stations","system info","Europe","Turkey","Istanbul","1",2010,"IETT",12,0
"Transfer stations","system info","Europe","United Kingdom","Cambridge",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Fareham - Gosport",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Greater Manchester",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Runcorn",NA,NA,"",NA,1
"Transfer stations","system info","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","Canada","Calgary","69",2019,"www.calgarytransit.com",3,0
"Transfer stations","system info","Northern America","Canada","Gatineau","0",NA,"",NA,0
"Transfer stations","system info","Northern America","Canada","Mississauga","6",2018,"www.unisinos.br",4,0
"Transfer stations","system info","Northern America","Canada","Ottawa","11",2017,"www.octranspo.com",5,0
"Transfer stations","system info","Northern America","Canada","Winnipeg","0",2016,"Google maps",6,0
"Transfer stations","system info","Northern America","Canada","Quebec",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","Canada","York Regional Municipality","2",2016,"www.yorkregiontransit.com",6,0
"Transfer stations","system info","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","Alexandria - Arlington","3",2017,"www.wmata.com",5,0
"Transfer stations","system info","Northern America","United States","Cleveland","3",2017,"Google Maps",5,0
"Transfer stations","system info","Northern America","United States","Eugene","0",2013,"www.ltd.org",9,0
"Transfer stations","system info","Northern America","United States","Fort Collins","0",NA,"",NA,0
"Transfer stations","system info","Northern America","United States","Hartford County",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","Los Angeles","6",2019,"www.metro.net",3,0
"Transfer stations","system info","Northern America","United States","Miami",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","New York","26",2014,"www.mta.info",8,0
"Transfer stations","system info","Northern America","United States","Orlando",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","Pittsburgh","4",2016,"www.portauthority.org",6,0
"Transfer stations","system info","Northern America","United States","Richmond",NA,NA,"",NA,1
"Transfer stations","system info","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Beijing",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Changde",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Changzhou",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Chengdu",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Chongqing",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Dalian",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Guangzhou","3",2013,"www.uncrd.or.jp",9,0
"Transfer stations","system info","Asia","China","Hangzhou",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Hefei",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Jinan","18",2015,"Jinan Public Transport Research Center",7,0
"Transfer stations","system info","Asia","China","Kunming",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Lanzhou",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Lianyungang",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Urumqi",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Xiamen",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Yancheng",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Yichang",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Yinchuan",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Transfer stations","system info","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Ahmedabad",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Amritsar",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Bhopal","0",2013,"",9,0
"Transfer stations","system info","Asia","India","Hubballi-Dharwad",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Indore",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Jaipur","0",2011,"Primary Survey, EMBARQ",11,0
"Transfer stations","system info","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Transfer stations","system info","Asia","India","Rajkot",NA,NA,"",NA,1
